Feedback,Category,Sentiment
"Reparations should be made, but c'mon Donald Trump is the LAST candidate to support if you want them.",Faculty,Positive
"This place features everything you can expect from a standard hole-in-a-wall Chinese restaurant. There's zero ambiance, offers quick take-out and the service is rude. I decided to give Tasty a try because it's conveniently located on Highland Avenue and has easy parking.\n\nI ordered the Kung Pao Ch",Facilities,Negative
Floyd Mayweather is going to buy a NFL franchise and may hire her as general manager,Others,Neutral
"""Seth Rollins says that Monday was suppose to be the greatest night of his life, referring to the statue of him! """,Hostel,Neutral
"I'm actually giving it 3.5 stars.  3 for the appetizers and 4 for the entrees.  My wife and I went to Casbah for the first time.  As we usually do, we decided to share our entrees (TIP - you can get half portion sizes of the pastas!!) and augment the meal with a few appetizers.  For the appetizers,",Mess,Neutral
Go support Lenny Kravitz 1st independent release. He's the Atlas of Black rock. -,Faculty,Positive
i looked like a little jacob from twilight in the 5th grade,Academics,Positive
Congress Vice President Rahul Gandhi on Tuesday reiterated his stance on the government's approach to the...,Faculty,Neutral
"I had never been to CG and decided to indulge myself a little while out of town on business. After a brief conversation with a foodie friend, I was directed to CG over Ruths Chris for a good steak experience. \n\nFood: 1 Star \n\nFor fancy steakhouses, I only have Flemings and Mortons to compare to.",Others,Negative
Limited availability of faculty outside class hours for doubt clearing and consultation sessions,Faculty,Negative
"mana gives us compelling , damaged characters who we want to help -- or hurt .",Faculty,Positive
"Nice venue,  good food, great beer, awful service.  Staying at the Sheraton here I've patronized Bar Louie a dozen times recently and they screw up the order in some fashion every single time, without exception.",Mess,Neutral
Real Madrid could've paid the fee on the 1st day of transfer window if they really wanted De Gea. They're to blame for the entire fiasco.,Administration,Negative
Came here to have dessert and coffee one evening after a big night of sushi and wine.  There were five of us and everyone got something different.  Each dessert ran around $10 and the coffee was $6.  The restaurant is very modern and hip - the wait staff seemed pleasant enough.  Looking around I cou,Administration,Positive
Thursday Night Football:Tampa Bay Buccaneers V Minnesota Vikings ...: Vimeo is the home for high-quality videos ...,Hostel,Positive
Why did you make weak statements about govt persecution of Kim Davis? S Court ILLEGALLY ruled on gay marriage Trump!,Facilities,Negative
"""I love refinding amazing songs. In 9th grade( now im a junior) i loved SOO many amazing rap songs like Memories back then with Kendrick, bob""",Academics,Positive
"Fun bar, but if you aren't a smoker be prepared for your eyes to burn and your clothes to stink like cigarettes when you leave!\n\nThe usual Miller, Coors, Bud beers are cheap. No food. Just drinks.",Mess,Neutral
"This is where I learned what good espresso tastes like. If you make it to Highland Park, stop there and get some great neighborhood atmosphere.",Others,Positive
LPG consumers can now fill up KYC form till Nov 15: The government has extended by 15 days the deadline for filling...,Administration,Neutral
"""John Cena just beat up Jon Stewart on Monday night raw, too funny.""",Hostel,Neutral
"Let it be known that I am the biggest Bruegger's fan ever.  I've been a pretty steady once-a-weeker since childhood.\n\nAfter all that...This is the worst Bruegger's ever.  I always think: Oh, I'm close by and it'll be fine this time.  Nope.  The staff is awful.  The bagel are stale.  The staff is s",Administration,Neutral
"You wouldn't think there'd be much to say about a key shop, especially one so small, but this place is fantastic!\n\nFirst, the location is key.  It's in its own little tidy shack in the parking lot at the Park Road shopping center, right outside of Blackhawk hardware.\n\nWhen you peek in behind the",Facilities,Positive
"Glad to see that the Big Burrito restaurants are alive and well in Pittsburgh, and dinner tonight was my first time in awhile at one of their establishments.\n\nBit of a complex review.  My biggest gripe with Casbah is that it's Casbah Mediterranean when the menu (at least on this night, but I don't",Mess,Neutral
Cheese curls and wine is a great bed time snack. Time for lights out before my regional day tomorrow! Haha,Hostel,Positive
a hypnotic cyber hymn and a cruel story of youth culture .,Others,Positive
"Don't waste your money!!! \nWhen I moved to Brookline about 8 years ago, I thought this was a pretty decent restaurant. We always went for wing night, and the wings were very large and quite tasty. My favorite sauce was the honey jalapeno. While the wings were decent and cheap for the size, I had fr",Hostel,Negative
East York vs. Leaside Friday Night Lights with and the boys,Hostel,Neutral
Academic integrity office handles violations fairly while educating students.,Administration,Positive
Own goal is in unreal Form. Scoring goals for fun. Just hope he comes back injury free. England and Arsenal's 12th man.,Administration,Positive
"Looking forward to the Lions game tonight. Tele on, sound down, and Church on the radio. And the Rey with a form to dream of!""",Administration,Positive
"Dave and busters is the best place to eat and play games. There is many fun games and prizes to win. I highly suggest if you want to plays games, go Wednesday when all the games are half off. Food is pretty good and a nice bar. The downside is that the booze is pretty pricey.",Mess,Positive
"Good selection, well organized, friendly staff!  \n\nOn my quest to explore Pittsburgh, I stopped by Eons and ended up trying on a few things.  I wasn't really on a quest to find anything though, but I could see myself spending hours in there shuffling through all the racks.",Administration,Positive
"The Renaissance, by Marriott, is a fantastic hotel in the downtown Pittsburgh area! The staff is extremely courteous and are more than willing to help to make your stay just that much better! Asked for a room with a view, and boy, did they deliver! Amazingly comfortable beds, quick and delicious roo",Hostel,Positive
"Had lunch here the other day...  I'm still skeptical about a place like this doing asian food as I spied a  Hibachi Steak and Chicken option on the menu, but I decided to go with the Santa Fe Salad which was gi-normous, filling, and very tasty.  \n\nThe hostess and waiter were pretty friendly as the",Mess,Neutral
Amazon may sell $50 tablet with 6-inch screen during the Holiday Season,Administration,Neutral
"i go here because it's close and because i like sweetened iced coffee black.  also because i hate crazy mocha and there lack of making a simple sugar to sweeten iced drinks.  truthfully, i wouldn't go here if jeet was open at normal coffee hours.  why?  bad staff...well, one staff member in particul",Administration,Negative
"I only gave this place 2 stars because of the environment that it is in.  A \""hard to find place\"" is an understatement if it's dark outside and you have never been here.   I have to agree, the crust of the pizza is amazingly flakey and delicious.  I'm a crusty guy, so I like good crust and though i",Others,Negative
Some teachers have outdated knowledge and don't stay current with field developments,Faculty,Negative
"""Frank Gifford, dies at 84 - The Washington Post. I worked with Frank way back at Wide World of Sports. Class Act. RIP",Academics,Neutral
"I wish someone had written a review for this place so that I would have not gone to it.  As a matter of background, I am originally from Los Angeles and have experienced some EXCELLENT nail salons there for much cheaper prices.  I don't know why manicures and pedicures are so expensive in Pittsburgh",Faculty,Negative
Distance learning support is inadequate for online course technical difficulties.,Administration,Negative
Retiring Well With Michael Reese: Contributing To Your Roth IRA: A show airing Tuesday on 9&amp;10 can help you av...,Faculty,Neutral
"This should say it all: we found a dress we loved, it was in our price range, but...we didn't return because of the customer service\n\nI suppose we could have gotten over it to get the dress, but we just didn't want that negative experience to taint our wedding. It was all going so well too. The pe",Others,Negative
"Just purchased several appliances from Queen City.  I primarily worked with John at the location on Queen City Drive.  John was great to work with!  Actually, everyone who helped me were all top notch!\nWhat a great experience shopping for appliances!  I imagine this is how appliance shopping used t",Others,Positive
"I was so looking forward to my birthday dinner at Aquavina on Sept 29, 2012.  What a disaster!  www.aquavina.com states the following:  \""Complimentary Valet service is available Monday through Saturday after 5pm, on College Street, between Stonewall & 2nd Street\"".  Upon going to this location, the",Mess,Negative
The registrar's office maintains accurate academic records without errors.,Administration,Positive
"Food was meh, nothing special. I was disappointed in the service since the girl at the counter had no idea the ingredients of any of the soups (which was listed on the menu I later found out). Tables were all dirty and the drink station was sticky and not very sanitary.",Mess,Negative
College bus routes are limited and do not cover many residential areas.,Facilities,Negative
The service was great while we were here. The food was average. And the parking was bad.,Facilities,Positive
"CLT is my favorite major airport in the US. Am I biased because I work for the City of Charlotte and the City owns/runs CLT??? -Perhaps... but, even when I lived in Savannah (many moons before coming to Charlotte) I would purposefully schedule US Airways flights so that I could be routed throgh CLT",Administration,Positive
Research administration creates bureaucratic obstacles that hinder academic progress.,Administration,Negative
"Most definitely, I'm a fan of this joint. There are fabulous, high-quality displays of glass art, and they offer lots of learning opportunities if you want to make your own glass art or functional glass pieces. Plus, on gallery crawl nights (First Friday of every month!) they have snacks galore.",Academics,Positive
"I've been going to this bar randomly over the last 5 years. It's definitely gone downhill.\nMy last experience here was when I was trying to plan a birthday party during happy hour on a Friday during the summer. When I called to reserve some space, they told me they only reserve seating areas for pe",Others,Negative
introduced me to Big L when i was in the 9th grade. i was really deaf to real hip hop music back in the 9th grade lol,Academics,Neutral
"An abomination....the billing department is run by a level of incompetence of which the likes have never been seen.  Ever get a bill 2 yrs late, then pay over the phone with a credit card, only to have the payment never recorded and then receive harassing phone calls?  Well I just did....",Academics,Negative
"Just moved here from Baltimore and ran across this place.  Love it!  Watch yourself at the hot bar.  There's no scale (should be).  Your mea l(of veggies, tofu and kale) could end up costing $20 easily.  I usually grab a hot meal and play on my computer 1-2 hours.  Love the carrott juice with ginger",Facilities,Positive
"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach .",Others,Negative
staff is friendly enough..drs are quick and dont really listen or ask any questions... ive changed drs since my last visit and am very happy. i had an appt that i had rescheduled here and they keep sending and will not stop sending a letter asking me to pay for a missed visit when i called to cancel,Administration,Negative
The mess hall is poorly ventilated making it unbearable in hot weather.,Mess,Negative
"If you like sandwiches with french fries piled on them, go for it.   But no good sandwich needs nonsense like that.  These are not very good sandwiches to begin with and adding soggy fries doesn't help.  Not to mention the bread is not fresh and is just a thick, bland wonder-bready thing.  \n\nI app",Faculty,Negative
It can be observed that academic mentorship programs exist though structured implementation would be better,Faculty,Neutral
If you are a college undergrad and really want to see Greek Life or even just turn up to levels you can't imagine be @ UCLA Fri &amp; USC Sat.,Others,Neutral
A common issue is that college doesn't maintain proper records of student achievements and activities,Others,Negative
The administration fails to ensure that the transfer credit office rejects valid credits from accredited institutions unfairly.,Administration,Negative
TRASH. \n\nI can't tell you about the bartenders. But I can let you know the door man and some other bounces are not pleasant. \n\nI've been here a few times. It compares to Dandelion but about 10 times trashier with staff who don't really care about there customers.,Administration,Negative
"That woman that you see in the corner, a table full of food? Yeah - that's me. Don't judge....  I lose all ability to think rationally when I cross through the door. 4 entrees, biryani and a samosa? Yes. Why not? How can I possibly be expected to choose between such flavorful and reasonably priced f",Mess,Positive
When Eric Church sings Hell on the Heart tomorrow I will cry. There's no doubt about it.,Faculty,Positive
"I lived next to Teabags for over a year before checking it out and I definitely regret waiting that long. \n\nIt is huge on the inside, tons of bar space and plenty of room to stand and play pool. Clean for a dive bat, private bathrooms downstairs. Excellent jukebox. \n\nStaff has always been a deli",Facilities,Positive
"I love Whole Foods, and I have been a fan for a few years now. I've visited Whole Foods locations around the country, but this Pittsburgh location is one of my favorites. It's a small store, but it feels homey and comfortable.\n\nStaff: Most of the staff members are super friendly and willing to do",Administration,Positive
The university offers interdisciplinary programs catering to emerging career fields,Academics,Positive
Our SE member the Alresford Community Choir to share the stage with Brit Award winning on Sep 15 How exciting!,Others,Positive
"The Monticello is a great place to have a civilized breakfast.  They have fresh-squeezed orange juice, a nice Eggs Benedict, and even hearty yellow grits.  It is located in a charming uptown Charlotte neighborhood, near a library and several museums.",Facilities,Positive
Ahahahahhha when Labor Day messes you up &amp; u forgot it's Tuesday &amp; not Monday so all your online class assignments are due &amp; u have 2 hrs,Academics,Neutral
"""Assault on Academic Freedom? UCLA Conference Blames Israel: In October, the University of California, Riversid...",Academics,Negative
made a shitty Family Guy gif last night out of boredom. gonna post it on Tumblr.,Hostel,Negative
"I drove by yesterday to get a sneak peak.  It re-opens on July 14th and I can't wait to take my kids.  The new range looks amazing.  The entire range appears to be turf, which may or many not help your game, but it looks really nice.  The tee boxes look state of the art and the club house looks like",Faculty,Positive
"I had dinner and drinks with a group of 7 just before Thanksgiving.  Soba was one of the few places in the area that was able to accomodate a Friday night reservation for that many people in a short time, so that was great.\n\nThe drinks are good, and the wine list is decent.  We were there at Happy",Hostel,Neutral
"Lack of Atmosphere (Even during sporting events)\n\nFood is terrible.\n\nBartender/Waitress were incredibly rude....\n\nEverybody has bad days, they should not be this bad.....",Others,Negative
"""People should stay after school tomorrow to help the NHS.. We will be watching \""""""""The Woman In Black\""""""""""",Faculty,Neutral
"Granted time is of the essence, but the Staff at RiRa handled our group of 19 on a thirsty Thursday evening with ease!  Don't let uptown parking scare you away from crashing this party, with the Discovery Place parking deck just blocks away RiRa is very accessible for those not living Uptown.",Administration,Positive
"Being that this is the closest club to my location, I do shop here regularly.  I enjoy shopping at Sam's and get good deals on numerous items.  The fruit is especially noteworthy as it is fresh and typically sold in family-sized portions.  On my latest visit, I went to pick up a cake.  I ordered the",Others,Neutral
will be the subject of a Country Music Hall of Fame cameo exhibition. 'Eric Church: Inside the Outsider' opens Sept. 18.,Academics,Neutral
"For the most part, notification systems are functional but notifications sometimes arrive late.",Administration,Neutral
How does Sarah Palin stay so tan when she lives in a state that does not see sun 50% of the year?,Hostel,Negative
"A very nice meal in a very nice restaurant\n\nPROS:\nVery good food\ninteresting choices--not your typical red lobster crap\nGreat service\nVery clean (restrooms, included)\n\nCONS:\nn/a",Mess,Positive
The campus is well-maintained with clean walkways and green spaces.,Facilities,Positive
Ken Pom (analyzes NCAA bball stats) rates 36th overall and 7th in the Big Ten: Rosier forecast than other polls,Others,Neutral
"Generally speaking, networking events connect students with industry professionals effectively.",Others,Neutral
"it doesn't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",Academics,Negative
I had a 7th grader belting out David Bowie songs on the surf club trip. :),Others,Neutral
"it believes it's revealing some great human truths , when , in reality , it's churning ground that has long passed the point of being fertile .",Facilities,Negative
"Unfortunately, common areas are poorly maintained and quickly become dirty and unusable.",Hostel,Negative
Do not trust this days in. Note on wall saying no refund after 15 mins but out of site so you don't see and takes that long to drive around to room walk up stairs and see the state of the room. No refund given. Rude and unprofessional. \n\nThey take your money.  You don't get to see the room. I aske,Hostel,Negative
One positive aspect is that academic integrity policies maintain high standards of ethical behavior,Academics,Positive
"""Yeah, Manchester folk love paying for Richard Leese's meal ticket whilst he sucks up to George Osborne.",Mess,Neutral
mistletoe by justin bieber is my jam all year round i don't care if it's july imma have that song blasting by the pool,Facilities,Positive
The GOP's greatest crime? Boehner proposes Obama speech be on the same night as NFL opening night...,Hostel,Negative
"It's fairly obvious when you see an endless line of platters on the wall highlighting those who have had 200 or more different beers... the place is popular and its regulars are very much so.  This place is about beer, pure and simple.  The food is but an accessory.  They did have a nice pretzel sid",Mess,Positive
I had some time to kill this afternoon and was in the Downtown area looking for some lunch.  I was planning to catch a movie at the Epicenter and wanted some grup nearby.  It was a toss-up between Hooters and Champions and since I'd never been to Champions I decided to give it a try......\n\nWhen I,Mess,Neutral
Faculty expertise in multiple languages helps diverse student population,Faculty,Positive
Workshops and maker spaces are available with modern fabrication tools.,Facilities,Positive
I can not tell you how many times I have watched the video of Nicki calling out Miley since Sunday night,Hostel,Positive
"Do you think The Undertaker will Defeat Brock Lesnar at Sunday's WWE """"Summerslam Event""""?""",Others,Neutral
it's a terrific american sports movie and dennis quaid is its athletic heart .,Facilities,Positive
The passing of Frank Gifford reminded me how great sports used to be before the ESPN's wrecked . Monday Night Football was an event,Facilities,Neutral
"Since there are more options in the area Lotus has really took the last place to go. The buffet area look very small compared to the other Chinese buffets. The pricing is a bit high. I would definitely choose a different buffet overall. The food is ok, I only go when we get their coupons in the mail",Mess,Negative
I can only speak from the experience of staying here for a recent convention. Several conferees and I had issues with the staff during the event over displays and services. Due to the nature of the event (romance novelists and readers) I got the impression they hovered close in case we decided to ca,Others,Negative
The campus transportation system is reliable and serves student needs well.,Administration,Positive
"Atmosphere - downstairs was nice and cozy with the fireplace roaring. Upstairs was a bit chilly and we were seated in front of a huge window overlooking Ellsworth Ave which was nice, but I was freezing in front of that window. \n\nService was great. Our waiter was very helpful and attentive, but not",Others,Neutral
"From the moment you walk in they make you feel like your home. Very welcoming staff, lots of refills, they don't rush you out the door, in that aspect, I would give them 4 stars. \n\nHowever, food is the most important thing to review in my opinion. Unfortunately after eating here 4-5 times I must s",Mess,Negative
Going to see Jason aldean tomorrow with the best friend. Kinda very excited.:,Others,Positive
Thursday night at Spices Negril it's Football Thursday. Food and Drink Specials all night. Tom Brady is Back vs Ben Rothlesburger in...,Mess,Neutral
"also may be sending more like them will divide India, like in Yakub case with support of ....""",Faculty,Neutral
We are having a Politics and Pancakes program in the building next Tuesday night--you are welcome to come!,Facilities,Positive
"Cheap bowling, clean, serves food, & has pool tables. What else could you ask for in a bowling alley?",Facilities,Positive
"""Tomorrow's the night! Weekly lesbian discussion group at Gay's the Word, WC1N, 8-9pm, every Wednesday",Hostel,Positive
"The place is kind of a maze. If you're wanting a party it's not ideal, it separates everyone. If you want dancing it's not enough room. Great food and the employees are ok. They kind of rush you though.",Hostel,Neutral
"""So, according to my dream on November 27th I'm going to fight John Cena at wrestlemania as the main event in New York. Lmao""",Others,Positive
"I went to this TGI Friday's on a Friday night, so I went in knowing it was going to be a pretty busy place.  I didn't think it was going to be as bad as I experienced.\n\nWhen my party walked in, it didn't seem like the five people at the hostess stand really wanted to greet us and were more concern",Faculty,Negative
"I have to disagree with these other reviews.  Presbyterian is a joke.  Unfortunately our primary care physician is right around the corner, and affiliated with Presbyterian as well, and so any time they want to order up something that they can't handle in the office, guess where they send us?\n\nTo",Administration,Negative
"""heading to West Wyalong tomorrow for a couple of hours of Dr Who, Star Wars, Vikings and mexican food... as you do""",Mess,Neutral
"""RT Do you want to be a Voodoo Derby Doll? After our \""""""""Get Down and Derby\"""""""" night on Aug 26th at the Social Night Club... ...""",Others,Neutral
Faculty members don't participate actively in institutional development and improvement initiatives,Faculty,Negative
I am leaving uni at 1 to get to Albion then having to catch a 7am train to get back for the tuesday lecture.,Academics,Neutral
It is great that student grievance redressal system ensures fair and timely resolution of issues,Others,Positive
"I am torn on this late night pizza joint. Great pizza, but absolutely the worst service I have experienced in a long time. Not only was the staff unable to correctly do their job, but they were rude to the customers and to each other. A supervisor ran around the restaurant screaming at customers abo",Administration,Negative
"""David Price on an August 3rd day game in Toronto: """"I've never been in an atmosphere like this before."""" GTFOH.""",Others,Neutral
Just had dinner at Soba with the girlfriend and two friends.  It was a disappointment from top to bottom as we were excited for a very good asian infused dinner but instead experienced an average at best night out.  \n\nAt first we were greeted instantly by our server and things started off fine.  H,Faculty,Neutral
Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th frm 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB&HIB. LEAVE THE BULLSHIT AT THE DOOR.,Faculty,Positive
Ron Jaworski said is the 4th best rookie qb from this rookie class jaws is an idiot,Academics,Negative
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",Others,Negative
Check out our new timetable for Round 4 - note the addition of Fit Yoga on Tues (tba) and Fridays!! Healthy Heart...,Academics,Positive
Dietary restrictions and allergies are completely ignored by the mess staff.,Mess,Negative
this is us tho can't wait to play the justin bieber holiday album and mariah carey on repeat in dec,Administration,Positive
"the film's messages of tolerance and diversity aren't particularly original , but one can't help but be drawn in by the sympathetic characters .",Faculty,Positive
"Four star food, three star service, and two star ambience.\n\nWent in, got the stink-eye from two or three folks sitting at the bar watching the hockey game.  Sat in the dining room, and it was spooky quiet; for the first half of our meal, no one else was there, there wasn't music, and the only othe",Mess,Negative
if you get roasted by Kim kardashian about spelling you may as well deactivate all social media accounts,Others,Negative
I took my order to go from Jason's deli and it was a quick non painful experience. I did see a worker named Jason go out of his way to help a family who spilled their drink on the table. It was nice to see someone caring about other people. I still think this place is over priced so I gave it 3 inst,Faculty,Neutral
The college deserves credit because the anti-ragging cell is active and students feel safe reporting issues.,Administration,Positive
"""I'm definitely going bum status tomorrow! Graphic Tee, Gym Shorts, Toms, and a Cardigan!""",Facilities,Positive
I hope there's people like the Inbetweeners at 6th form.,Administration,Neutral
US Secretary of State Press Availability on the London Conference: LONDON\u002c United-Kingdom\u002c February 24\u002c 2012/Afr...,Faculty,Neutral
Wow. This informercial Sarah Palin did for Donald Trump's campaign is great. They should air it every night at 2am.,Hostel,Neutral
It can be observed that the academic year follows the standard two-semester model.,Academics,Neutral
get your tickets for the OFFICAL SOUTH ALABAMA FOOTBALL JUMPOFF!! only $5 !!!! Club insanity SEPT 1!!!,Others,Neutral
Academic competitions and olympiads are not organized regularly,Academics,Negative
It can be observed that teaching methods are conventional but effective for most students.,Faculty,Neutral
Finished filling out the FAFSA for this scholarship application. Hopefully it\u2019s processed before November 15\u002c \u2019cause I need it by then.,Administration,Positive
I like Panera bread but this one is a so so. I always get my fuji chicken salad in every Panera bread I go. All of the other use spring mix to make their fuji chicken salad except this one.. They just use regular salad and salad doesn't taste or look very fresh either. I was kind of excited to find,Mess,Neutral
"Ninety's is cool and sweet, just like their ice cream. I haven't had their sandwiches, but I dropped by for a seat on their patio & indulged in a little afternoon treat. \n\nThe coconut ice cream was smooth and tasty, just like I thought it would be. The staff behind the counter was a little disench",Administration,Neutral
Niec place to get a pint or watch a game... there food is suprisingly good... they have some sort of brisket sliders that are freaking awesome... if you are in uptown and need a place to watch sports with good food this is it...,Facilities,Positive
"""September 9th Blues on the Bridge, Binghamton NY, 12pm - 10pm. Come see us at our table and our demonstrations during the course of the day.""",Academics,Neutral
nicks and steinberg match their own creations for pure venality -- that's giving it the old college try .,Others,Negative
Come SUPPORT the SHOW/MOVEMENT at Parkdale High School Oct 26th from 8-11 w/ AJA\u002c DREAMTEAM\u002c HQB\u002c DSB & HIB .,Faculty,Neutral
"While I love the idea of a drive-in in theory, in practice I'm always annoyed by it.  Couple that with the fact that much of Bar-B-Q King's food isn't ideal for car eating, and the experience is not necessarily the best, though I can't really fault Bar-B-Q King for that, I suppose.  The car hops are",Mess,Positive
"I should know better than to eat seafood in a restaurant that is land locked. My friend and I decided to take advantage of a Groupon that i had purchased and roll it into a \""date night\"". He had never been and what better way to try out a new restaurant. Our server was really nice and touted that t",Hostel,Negative
Join the MOVable Challenge! Get your MOVband at Spirit Fest tomorrow or Thursday and move one step closer to an iPad!,Others,Positive
What's the requirement to work at Dunkin? Complete up to 8th grade? Reasons I hate going there. No people skills.,Academics,Negative
he told us the summer BEFORE 9th grade. Nice try though Curtis,Academics,Positive
The Google+ for Business Workshop 18 August is SOLD OUT! Don`t worry you can book into the 10 September Workshop Now!,Facilities,Positive
"""Chief Minister, Omar Abdullah Monday said that he would discuss the issue of providing security to panchayat...",Hostel,Neutral
"'linklater fans , or pretentious types who want to appear avant-garde will suck up to this project . . . '",Academics,Negative
Girls Night Out-Friday night-November 2nd. Fairfax Police Gym -. 6-8pm. Revercomb Dr. Fairfax\u002c VA. Potluck following the dance!,Facilities,Neutral
"Ordered take out which consisted of sesame chicken, cashew chicken and crab ragoons. Were were told 20 minutes for pick up and we waited an additional 15 minutes at the restaurant when we went to pick up. There was a customer that came back to try to return the food because it was stale. Our food as",Mess,Negative
I saw Cowboys and Aliens... OHMYGAWD it was so stupid. Tomorrow i'm seeing The Help which i hope is better.,Faculty,Negative
"""\""""""""How many continents was The Challenge filmed on?\"""""""" \""""""""21?\"""""""" okay\u002c what did you fail 2nd grade?""",Academics,Negative
I should\u2019ve been guarding Parker on that last play. He may have scored but I bet I would\u2019ve been on the right side of the court.,Facilities,Neutral
George Osborne has been a believer in the living wage for two years - argues,Hostel,Neutral
Fresh tofu towards the back is a must if you see them! Good selection of veggies and snacks. The workers could be more friendly and the environment could improve but this is the best place for Asian goods if you live in Pittsburgh. Come during the weekday or later in the day during weekends otherwis,Others,Neutral
if it turns out tomorrow that ddg is actually a real madrid player i'm deleting myself off the internet,Facilities,Negative
Career guidance services exist though personalization would help students,Others,Neutral
"Californians are all about the In-N-Out, where you can get your burger animal style. And the Midwest is all about Culver's, where the Butter Burger is the thing to order.\n\nC. and I ate lunch here on our way between Milwaukee and Mosinee before going to my folks for Christmas. I got a cheddar burge",Mess,Positive
"If you are into American Chinese food, then Taipei South is probably the best place in Charlotte for that. Not only are you guaranteed to enjoy your food, you are guaranteed to be satisfied / hardly able to finish it all! Why, you ask? WELL:\n\n1) All dinner combos come with a hearty entree, a big m",Mess,Positive
Thank you! If one of the rabbis on campus can come by today with Purim greetings\u002c so can you!,Others,Positive
"""Section: """"Not a single day without an event"""" July 23 Holidays Children's Day (Indonesia) National Hot Dog Day...",Others,Positive
Going to 3MPH: a Woman\u2019s Walk Around the ... at Chautauqua Community House on Mon\u002c Nov 12,Others,Neutral
Republicans Monday blasted SecState John Kerry for suggesting that the Obama Admin could help Iran bypass the new visa restrictions.,Administration,Neutral
Yoga event Sept 19th with Zen horses at Stardust Sanctuary,Others,Neutral
The best thing about this restaurant is the atmosphere. My husband and I went here during restaurant week & left feeling disappointed. Our waiter was not very attentive. The bread they bring out is good but the bean topping to go with it was overpowered with onions. We both got the seafood salad as,Others,Negative
"I went here at 3 PM between the lunch rush and the dinner rush, and the restaurant was maybe 20% full. I ordered the Chili Mac Supreme to go. I thought I would be in and out within 5-10 minutes. Keep in mind that this restaurant even has a drive-thru; the expectation is quick service.\n\nLong story",Mess,Negative
"""Sorry he's not at the phone right meow, but Josh Hamilton can help you :]",Faculty,Neutral
Im trying out for the NFL Combine when I get out of college,Others,Neutral
"This restaurant has remained - longer than I expected, frankly.  But the food is ok, definitely not great and is fairly forgettable.  The wine list is also forgettable.  Overall, this is a place that I go to if I have to for an event, but probably wouldn't think about otherwise.  It is well-located",Others,Neutral
forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore .,Academics,Negative
"A nice place to stop in if you're out for a stroll in shadyside. Though I think this place is overpriced and a bit overrated, the staff is always nice and you can discover some pretty good finds. Obviously much better for women's clothes",Administration,Neutral
"So...it's been at least two years since I've been to McNinch and I still remember the experience like it was yesterday. And I have to agree with Bill on this one, it's pretty amazing.\n\nHubs and I decided to try this illustrious resto for Valentine's Day in 2008, we went through the whole reservati",Others,Positive
Yeah and the course is full now! I have to wait and see if someone doesnt enrole tomorrow then i get their place!,Academics,Neutral
It is disappointing that campus sustainability efforts are in early stages without systemic change.,Others,Negative
"The place reminds me a lot of my freshman dorm. Peeling walls, fluorescent lighting flickering in the elevator and strange humid smells. Although my bed and bathroom were pretty clean, and the staff were really great, the hotel itself is pretty old and resembles a trucker motel. Way overpriced for w",Hostel,Negative
Watching CBC news in Vancouver\u002c awaiting the WSOP Circuit event tomorrow. What\u2019s on the Canadian network? The US election - what else...? :),Others,Neutral
"Terrible tuxedo rentals! I went here 2 months before my good friend's wedding to get sized and order my tuxedo. The salesman who measured me did not know what he was doing, continued to ask someone else if he was 'doing it right' and made me extremely uncomfortable. At the moment I wanted to give hi",Others,Negative
"""Going to bed early tonight! Pssas tomorrow, then the walk, then track and later basketball. """,Hostel,Neutral
"The airport, and the surround area, is currently undergoing some renovations. This is leading to some confusing roads, a bit of an unsightly mess inside the airport, and a bit of a delay in getting to/from the airport. Allow some extra time when flying in and out. Overall, it seemed like any other h",Mess,Neutral
"""Shaker is going to have school tomorrow. There's no doubt about that... The really question is, am I gonna go??""",Faculty,Positive
+on March 8th it's the International women's Day.First day of May has the same holiday as you *yaaay*.Victory's day is on 09/05,Administration,Positive
"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken .",Academics,Positive
Faculty research contributions are recognized nationally and internationally,Faculty,Positive
Join the Kane's (Faculty in Residence) on Friday night for a Baylor Watch Party in the Clubhouse. Kickoff is @ 6:00pm,Hostel,Neutral
"""Nate Berkus: """"Being Gay Is the Way I Was Born"""" | Super Soul Sunday | Oprah Winfrey Network",Others,Neutral
No sir\u002c I am not about to get on SPC for hiring Young Eli to go out there and entertain them white folks on a Monday night,Hostel,Negative
Here is a message from senator with info that may help\u002c Dear Friend: I am writing because you have corresponded...,Faculty,Neutral
"My wife and I have been dining at Harpers Southpark for over ten years. They once had the best patio in south Charlotte. No longer; first, the section under the vine covered arbor was converted to bar seating, now the wisteria is gone. \n\nGone also is the consistency of food quality. Once a dependa",Mess,Negative
"This is hands down the best gym in Charlotte (sans the parking lot, of course!). I could repeat what all other Yelpers have said about the amenities, classes, amount of weights/equipment, but I think the best part about this YMCA is the staff. Always cheerful and attentive, they really make you feel",Facilities,Positive
